Eviction ID,Address,Neighborhoods - Analysis Boundaries
M191122,2100 Block Of Leavenworth  Street,Russian Hill
M191120,0 Block Of Crespi  Drive,Lakeshore
M191119,1100 Block Of York  Street,Mission
M191121,2300 Block Of Washington  Street,Pacific Heights
M191124,1200 Block Of 45th  Avenue,Sunset/Parkside
M191143,5600 Block Of California  Street,Outer Richmond
M191118,2900 Block Of Larkin  Street,Russian Hill
M191117,2900 Block Of Larkin  Street,Russian Hill
M191142,5600 Block Of California  Street,Outer Richmond
M191110,600 Block Of Taylor  Street,Nob Hill
M191113,100 Block Of Los Palmos  Drive,West of Twin Peaks
M191114,100 Block Of Los Palmos  Drive,West of Twin Peaks
M191107,3300 Block Of 21st  Street,Mission
M191109,600 Block Of Taylor  Street,Nob Hill
M191111,1700 Block Of Broadway  Street,
M191131,0 Block Of John  Street,Chinatown
M191108,600 Block Of Taylor  Street,Nob Hill
M191112,800 Block Of Shotwell  Street,Mission
M191105,1900 Block Of 15th  Street,Castro/Upper Market
M191103,1400 Block Of 47th  Avenue,Sunset/Parkside
M191141,100 Block Of Marview  Way,Twin Peaks
M191130,1600 Block Of Fulton  Street,Lone Mountain/USF
M191104,600 Block Of Green  Street,Chinatown
M191106,900 Block Of Ofarrell  Street,Tenderloin
M191099,600 Block Of Buchanan  Street,Hayes Valley
M191140,0 Block Of Casa  Way,Marina
M191100,4000 Block Of 19th  Street,Castro/Upper Market
M191139,0 Block Of Casa  Way,Marina
M191101,4000 Block Of 19th  Street,Castro/Upper Market
M191102,1900 Block Of Buchanan  Street,Pacific Heights
M191129,3100 Block Of Sacramento  Street,Pacific Heights
M191065,300 Block Of Arballo  Drive,Lakeshore
M191085,200 Block Of Gonzalez  Drive,Lakeshore
M191083,300 Block Of Serrano  Drive,Lakeshore
M191098,300 Block Of Arballo  Drive,Lakeshore
M191082,100 Block Of Cambon  Drive,Lakeshore
M191064,100 Block Of Garces  Drive,Lakeshore
M191059,100 Block Of Font  Boulevard,Lakeshore
M191097,100 Block Of Font  Boulevard,Lakeshore
M191095,100 Block Of Font  Boulevard,Lakeshore
M191068,500 Block Of Vidal  Drive,Lakeshore
M191090,400 Block Of Amazon  Avenue,Excelsior
M191066,100 Block Of Font  Boulevard,Lakeshore
M191084,100 Block Of Font  Boulevard,Lakeshore
M191077,100 Block Of Cardenas  Avenue,Lakeshore
M191089,200 Block Of Peabody  Street,Visitacion Valley
M191062,0 Block Of Bucareli  Drive,Lakeshore
M191069,700 Block Of Gonzalez  Drive,Lakeshore
M191080,500 Block Of Gonzalez  Drive,Lakeshore
M191058,1500 Block Of Oak  Street,Haight Ashbury
M191094,0 Block Of Chumasero  Drive,Lakeshore
M191075,100 Block Of Font  Boulevard,Lakeshore
M191078,800 Block Of Gonzalez  Drive,Lakeshore
M191081,300 Block Of Arballo  Drive,Lakeshore
M191061,400 Block Of Serrano  Drive,Lakeshore
M191063,400 Block Of Arballo  Drive,Lakeshore
M191060,400 Block Of Arballo  Drive,Lakeshore
M191067,0 Block Of Castelo  Avenue,Lakeshore
M191070,100 Block Of Cambon  Drive,Lakeshore
M191073,400 Block Of Vidal  Drive,Lakeshore
M191076,200 Block Of Garces  Drive,Lakeshore
M191072,300 Block Of Gonzalez  Drive,Lakeshore
M191096,300 Block Of Serrano  Drive,Lakeshore
M191071,0 Block Of Josepha  Avenue,Lakeshore
M191092,0 Block Of Chumasero  Drive,Lakeshore
M191079,500 Block Of Vidal  Drive,Lakeshore
M191057,4000 Block Of 19th  Street,Castro/Upper Market
M191074,300 Block Of Garces  Drive,Lakeshore
M191093,0 Block Of Chumasero  Drive,Lakeshore
M191050,1400 Block Of 26th  Avenue,Sunset/Parkside
M191028,100 Block Of Font  Boulevard,Lakeshore
M191049,600 Block Of Noriega  Street,Inner Sunset
M191026,1600 Block Of Market  Street,Mission
M191025,500 Block Of Hyde  Street,Tenderloin
M191024,1800 Block Of Golden Gate  Avenue,Western Addition
M191023,100 Block Of South Hill  Boulevard,Excelsior
M191021,700 Block Of 38th  Avenue,Outer Richmond
M191019,2000 Block Of Cabrillo  Street,Outer Richmond
M191018,800 Block Of Fulton  Street,Hayes Valley
M191020,1500 Block Of Underwood  Avenue,Bayview Hunters Point
M191048,2500 Block Of Sacramento  Street,Pacific Heights
M191015,2800 Block Of Van Ness  Avenue,Marina
M191016,1200 Block Of Turk  Street,Western Addition
M191014,700 Block Of 8th  Avenue,Inner Richmond
M191017,1100 Block Of Pine  Street,Nob Hill
M199999,100 Block Of Test,
M191005,300 Block Of Turk  Street,Tenderloin
M191006,600 Block Of 5th  Avenue,Inner Richmond
M191007,1300 Block Of Natoma  Street,Mission
M191009,1000 Block Of Bayshore  Boulevard,Bayview Hunters Point
M191008,1300 Block Of Natoma  Street,Mission
M191041,3500 Block Of Wawona  Street,Sunset/Parkside
M190948,1900 Block Of Geneva  Avenue,Visitacion Valley
M191003,2000 Block Of Alemany  Boulevard,Outer Mission
M191004,200 Block Of Bay  Street,North Beach
M190944,3700 Block Of 20th  Street,Mission
M190946,1800 Block Of Oakdale  Avenue,Bayview Hunters Point
M190943,1200 Block Of Funston  Avenue,Inner Sunset
M190945,1200 Block Of Grove  Street,Hayes Valley
M191002,0 Block Of Surrey  Street,Glen Park
M190942,300 Block Of Buchanan  Street,Hayes Valley
M191001,200 Block Of Andover  Street,Bernal Heights
M190940,2700 Block Of Polk  Street,Russian Hill
M191000,1600 Block Of Revere  Avenue,Bayview Hunters Point
M190941,700 Block Of Great  Highway,Outer Richmond
M190938,200 Block Of Plymouth  Avenue,Oceanview/Merced/Ingleside
M190937,200 Block Of Grattan  Street,Haight Ashbury
M190997,0 Block Of Navajo  Avenue,Outer Mission
M190999,200 Block Of Peabody  Street,Visitacion Valley
M190936,300 Block Of San Benito  Way,West of Twin Peaks
M190993,700 Block Of Athens  Street,Excelsior
M190935,700 Block Of 20th  Avenue,Outer Richmond
M190998,1300 Block Of Alabama  Street,Mission
M190939,1300 Block Of Mcallister  Street,Western Addition
M190928,600 Block Of Alvarado  Street,Noe Valley
M190995,0 Block Of Broderick  Street,Haight Ashbury
M190994,0 Block Of Broderick  Street,Haight Ashbury
M190927,600 Block Of Alvarado  Street,Noe Valley
M190929,600 Block Of Alvarado  Street,Noe Valley
M190996,900 Block Of Russia  Avenue,Excelsior
M190931,1100 Block Of Mission  Street,South of Market
M190934,200 Block Of 18th  Avenue,Outer Richmond
M190933,1000 Block Of Chestnut  Street,Russian Hill
M190992,1000 Block Of Guerrero  Street,Mission
M190932,900 Block Of Steiner  Street,Western Addition
M190991,2700 Block Of Folsom  Street,Mission
M190953,600 Block Of 9th  Avenue,Inner Richmond
M190923,1200 Block Of Mcallister  Street,Western Addition
M190920,0 Block Of Turk  Street,Tenderloin
M190918,0 Block Of Turk  Street,Tenderloin
M190919,0 Block Of Turk  Street,Tenderloin
M190921,2700 Block Of 44th  Avenue,Sunset/Parkside
M190909,0 Block Of Turk  Street,Tenderloin
M190952,1300 Block Of 6th  Avenue,Inner Sunset
M190850,100 Block Of Garces  Drive,Lakeshore
M190859,0 Block Of Chumasero  Drive,Lakeshore
M190854,300 Block Of Serrano  Drive,Lakeshore
M190846,100 Block Of Divisadero  Street,Haight Ashbury
M190950,700 Block Of Niagara  Avenue,Oceanview/Merced/Ingleside
M190852,0 Block Of Castelo  Avenue,Lakeshore
M190848,100 Block Of Font  Boulevard,Lakeshore
M190864,500 Block Of Vidal  Drive,Lakeshore
M190862,500 Block Of Gonzalez  Drive,Lakeshore
M190907,0 Block Of Bucareli  Drive,Lakeshore
M190845,600 Block Of Mission  Street,Financial District/South Beach
M190868,700 Block Of Gonzalez  Drive,Lakeshore
M190861,500 Block Of Gonzalez  Drive,Lakeshore
M190855,400 Block Of Serrano  Drive,Lakeshore
M190908,100 Block Of Crespi  Drive,Lakeshore
M190858,400 Block Of Arballo  Drive,Lakeshore
M190847,0 Block Of Woodward  Street,Mission
M190851,100 Block Of Cambon  Drive,Lakeshore
M190866,0 Block Of Castelo  Avenue,Lakeshore
M190856,400 Block Of Serrano  Drive,Lakeshore
M190865,0 Block Of Chumasero  Drive,Lakeshore
M190844,600 Block Of Mission  Street,Financial District/South Beach
M190853,300 Block Of Arballo  Drive,Lakeshore
M190860,500 Block Of Vidal  Drive,Lakeshore
M190857,400 Block Of Arballo  Drive,Lakeshore
M190951,1400 Block Of Jackson  Street,Russian Hill
M190843,0 Block Of Joice  Street,Nob Hill
M190867,700 Block Of Gonzalez  Drive,Lakeshore
M190863,500 Block Of Gonzalez  Drive,Lakeshore
M190849,100 Block Of Font  Boulevard,Lakeshore
M190840,100 Block Of Whipple  Avenue,Outer Mission
M190955,200 Block Of Broad  Street,Oceanview/Merced/Ingleside
M190905,100 Block Of 7th  Avenue,Inner Richmond
M190842,1200 Block Of La Playa  Street,
M190949,600 Block Of 8th  Avenue,Inner Richmond
M190839,100 Block Of Whipple  Avenue,Outer Mission
M190954,200 Block Of Broad  Street,Oceanview/Merced/Ingleside
M190906,2600 Block Of 21st  Avenue,Sunset/Parkside
M190841,1200 Block Of La Playa  Street,
M190903,1800 Block Of 36th  Avenue,Sunset/Parkside
M190904,1400 Block Of 26th  Avenue,Sunset/Parkside
M190836,1400 Block Of Gough  Street,Japantown
M190837,900 Block Of Pine  Street,Nob Hill
M190902,0 Block Of Manchester  Street,Bernal Heights
M190901,0 Block Of Dartmouth  Street,Portola
M190835,600 Block Of Ofarrell  Street,Tenderloin
M190875,1300 Block Of 44th  Avenue,Sunset/Parkside
M190876,200 Block Of Connecticut  Street,Potrero Hill
M190874,1500 Block Of 10th  Avenue,Inner Sunset
M190869,600 Block Of 15th  Avenue,Outer Richmond
M190873,1500 Block Of 33rd  Avenue,Sunset/Parkside
M190821,1600 Block Of Grove  Street,Lone Mountain/USF
M190872,2900 Block Of Folsom  Street,Mission
M190822,500 Block Of Valencia  Street,Mission
M190823,1400 Block Of Jones  Street,Nob Hill
M190820,0 Block Of Chumasero  Drive,Lakeshore
M190818,0 Block Of Turk  Street,Tenderloin
M190819,0 Block Of Turk  Street,Tenderloin
M190815,100 Block Of Crespi  Drive,Lakeshore
M190810,800 Block Of North Point  Street,Russian Hill
M190870,500 Block Of Cayuga  Avenue,Outer Mission
M190816,1300 Block Of 11th  Avenue,Inner Sunset
M190812,0 Block Of Higuera  Avenue,Lakeshore
M190817,0 Block Of Garces  Drive,Lakeshore
M190813,0 Block Of Josepha  Avenue,Lakeshore
M190871,500 Block Of Baker  Street,Hayes Valley
M190725,0 Block Of Tingley  Street,Outer Mission
M190811,500 Block Of Arballo  Drive,Lakeshore
M190814,300 Block Of Arballo  Drive,Lakeshore
M190726,0 Block Of Tingley  Street,Outer Mission
M190719,0 Block Of Turk  Street,Tenderloin
M190720,100 Block Of Monticello  Street,Oceanview/Merced/Ingleside
M190722,900 Block Of Mission  Street,South of Market
M190724,3000 Block Of Harrison  Street,Mission
M190809,0 Block Of Gaviota  Way,West of Twin Peaks
M190721,1000 Block Of Folsom  Street,South of Market
M190723,3000 Block Of Harrison  Street,Mission
M190718,1000 Block Of Folsom  Street,South of Market
M190808,400 Block Of Parker  Avenue,Lone Mountain/USF
M190807,2700 Block Of San Bruno  Avenue,Portola
M190804,2100 Block Of Pine  Street,Pacific Heights
M190716,1400 Block Of Larkin  Street,Nob Hill
M190715,300 Block Of Broadway  Street,
M190728,0 Block Of Turk  Street,Tenderloin
M190805,600 Block Of Lombard  Street,North Beach
M190806,700 Block Of Broderick  Street,Western Addition
M190729,0 Block Of Turk  Street,Tenderloin
M190727,0 Block Of Turk  Street,Tenderloin
M190803,3800 Block Of 23rd  Street,Noe Valley
M190714,900 Block Of Howard  Street,South of Market
M190801,200 Block Of Andover  Street,Bernal Heights
M190802,100 Block Of Rome  Street,Outer Mission
M190771,1100 Block Of Alabama  Street,Mission
M190774,400 Block Of 20th  Avenue,Outer Richmond
M190773,600 Block Of 14th  Avenue,Outer Richmond
M190770,1100 Block Of Alabama  Street,Mission
M190769,1100 Block Of Alabama  Street,Mission
M190712,1700 Block Of 39th  Avenue,Sunset/Parkside
M190713,1700 Block Of 39th  Avenue,Sunset/Parkside
M190710,2000 Block Of California  Street,Pacific Heights
M190711,600 Block Of Buchanan  Street,Hayes Valley
M190772,0 Block Of Bannam  Place,North Beach
M190698,1800 Block Of 19th  Avenue,Inner Sunset
M190700,100 Block Of Tiffany  Avenue,Bernal Heights
M190699,1800 Block Of 19th  Avenue,Inner Sunset
M190717,1200 Block Of Sanchez  Street,Noe Valley
M190701,1900 Block Of Geneva  Avenue,Visitacion Valley
M190765,2300 Block Of Alemany  Boulevard,Outer Mission
M190764,2500 Block Of 47th  Avenue,Sunset/Parkside
M190763,100 Block Of Valmar  Terrace,Excelsior
M190690,100 Block Of Downey  Street,Haight Ashbury
M190692,600 Block Of Cole  Street,Haight Ashbury
M190694,500 Block Of Cole  Street,Haight Ashbury
M190693,500 Block Of Naples  Street,Excelsior
M190691,600 Block Of Cole  Street,Haight Ashbury
M190762,900 Block Of Santiago  Street,Sunset/Parkside
M190766,500 Block Of Baker  Street,Hayes Valley
M190767,0 Block Of Manchester  Street,Bernal Heights
M190689,1300 Block Of La Playa  Street,
M190665,800 Block Of Lombard  Street,Russian Hill
M190681,1000 Block Of Ocean  Avenue,Oceanview/Merced/Ingleside
M190657,600 Block Of Geary  Street,Tenderloin
M190662,600 Block Of France  Avenue,Excelsior
M190677,1000 Block Of Ocean  Avenue,Oceanview/Merced/Ingleside
M190680,1000 Block Of Ocean  Avenue,Oceanview/Merced/Ingleside
M190697,100 Block Of Tiffany  Avenue,Bernal Heights
M190664,600 Block Of France  Avenue,Excelsior
M190659,0 Block Of Turk  Street,Tenderloin
M190661,1100 Block Of De Haro  Street,Potrero Hill
M190667,800 Block Of Lombard  Street,Russian Hill
M190768,2400 Block Of 40th  Avenue,Sunset/Parkside
M190678,1000 Block Of Ocean  Avenue,Oceanview/Merced/Ingleside
M190666,800 Block Of Lombard  Street,Russian Hill
M190660,300 Block Of Anzavista  Avenue,Lone Mountain/USF
M190663,3900 Block Of Mission  Street,Bernal Heights
M190682,1000 Block Of Ocean  Avenue,Oceanview/Merced/Ingleside
M190658,1600 Block Of Bush  Street,Western Addition
M190676,800 Block Of Lombard  Street,Russian Hill
M190668,800 Block Of Lombard  Street,Russian Hill
M190761,100 Block Of Ellert  Street,Bernal Heights
M190679,1000 Block Of Ocean  Avenue,Oceanview/Merced/Ingleside
M190653,100 Block Of Turk  Street,Tenderloin
M190655,200 Block Of North Point  Street,North Beach
M190656,200 Block Of Bay  Street,North Beach
M190675,700 Block Of Faxon  Avenue,West of Twin Peaks
M190654,200 Block Of Bay  Street,North Beach
M190649,0 Block Of Parsons  Street,Lone Mountain/USF
M190651,1200 Block Of Grove  Street,Hayes Valley
M190648,900 Block Of Ofarrell  Street,Tenderloin
M190674,800 Block Of South Van Ness  Avenue,Mission
M190647,900 Block Of Pierce  Street,Western Addition
M190652,400 Block Of 12th  Avenue,Inner Richmond
M190650,2300 Block Of 19th  Avenue,Sunset/Parkside
M190646,1200 Block Of Grove  Street,Hayes Valley
M190645,400 Block Of Davis  Court,Financial District/South Beach
M190673,900 Block Of Santiago  Street,Sunset/Parkside
M190644,2600 Block Of Folsom  Street,Mission
M190635,0 Block Of Turk  Street,Tenderloin
M190631,500 Block Of Crescent  Avenue,Bernal Heights
M190633,300 Block Of Arkansas  Street,Potrero Hill
M190632,0 Block Of Turk  Street,Tenderloin
M190634,1300 Block Of Hayes  Street,Hayes Valley
M190636,0 Block Of Turk  Street,Tenderloin
M190601,0 Block Of Whaleship  Plaza,
M190621,400 Block Of Serrano  Drive,Lakeshore
M190606,0 Block Of Castelo  Avenue,Lakeshore
M190625,100 Block Of Font  Boulevard,Lakeshore
M190620,400 Block Of Arballo  Drive,Lakeshore
M190619,0 Block Of Acevedo  Avenue,Lakeshore
M190629,100 Block Of Font  Boulevard,Lakeshore
M190610,0 Block Of Chumasero  Drive,Lakeshore
M190622,700 Block Of Gonzalez  Drive,Lakeshore
M190605,0 Block Of Pinto  Avenue,Lakeshore
M190624,100 Block Of Bucareli  Drive,Lakeshore
M190615,100 Block Of Cardenas  Avenue,Lakeshore
M190607,300 Block Of Serrano  Drive,Lakeshore
M190626,500 Block Of Arballo  Drive,Lakeshore
M190618,300 Block Of Garces  Drive,Lakeshore
M190611,0 Block Of Serrano  Drive,Lakeshore
M190602,500 Block Of Vidal  Drive,Lakeshore
M190617,300 Block Of Gonzalez  Drive,Lakeshore
M190616,300 Block Of Arballo  Drive,Lakeshore
M190609,0 Block Of Chumasero  Drive,Lakeshore
M190613,0 Block Of Diaz  Avenue,Lakeshore
M190608,100 Block Of Font  Boulevard,Lakeshore
M190612,0 Block Of Chumasero  Drive,Lakeshore
M190623,0 Block Of Bucareli  Drive,Lakeshore
M190627,100 Block Of Garces  Drive,Lakeshore
M190594,2000 Block Of 45th  Avenue,Sunset/Parkside
M190614,500 Block Of Gonzalez  Drive,Lakeshore
M190628,400 Block Of Arballo  Drive,Lakeshore
M190604,300 Block Of Arballo  Drive,Lakeshore
M190603,100 Block Of Font  Boulevard,Lakeshore
M190597,1700 Block Of 12th  Avenue,Inner Sunset
M190599,900 Block Of Folsom  Street,South of Market
M190598,0 Block Of Colby  Street,Portola
M190595,1800 Block Of Mcallister  Street,Lone Mountain/USF
M190593,2600 Block Of Great  Highway,Sunset/Parkside
M190600,100 Block Of Pierce  Street,Haight Ashbury
M190596,1700 Block Of 12th  Avenue,Inner Sunset
M190630,300 Block Of Buchanan  Street,Hayes Valley
M190670,1100 Block Of Alabama  Street,Mission
M190643,800 Block Of Arguello  Boulevard,Lone Mountain/USF
M190671,1100 Block Of Alabama  Street,Mission
M190669,1100 Block Of Alabama  Street,Mission
M190592,100 Block Of Joost  Avenue,West of Twin Peaks
M190672,1900 Block Of 15th  Avenue,Inner Sunset
M190553,100 Block Of Leland  Avenue,Visitacion Valley
M190554,100 Block Of 5th  Avenue,Inner Richmond
M190552,900 Block Of Mansell  Street,Portola
M190591,800 Block Of Santiago  Street,Sunset/Parkside
M190550,6200 Block Of 3rd  Street,Bayview Hunters Point
M190551,700 Block Of Gonzalez  Drive,Lakeshore
M190571,1700 Block Of Grove  Street,Lone Mountain/USF
M190548,4600 Block Of 18th  Street,Castro/Upper Market
M190547,0 Block Of Acton  Street,Excelsior
M190559,0 Block Of Addison  Street,Glen Park
M190538,1400 Block Of Van Dyke  Avenue,Bayview Hunters Point
M190542,100 Block Of San Jose  Avenue,Mission
M190536,100 Block Of 14th  Street,Mission
M190556,4100 Block Of California  Street,Inner Richmond
M190537,0 Block Of Guerrero  Street,Mission
M190541,500 Block Of South Van Ness  Avenue,Mission
M190540,500 Block Of South Van Ness  Avenue,Mission
M190539,0 Block Of Sycamore  Street,Mission
M190558,500 Block Of 25th  Avenue,Outer Richmond
M190543,200 Block Of Onondaga  Avenue,Outer Mission
M190535,100 Block Of Broderick  Street,Haight Ashbury
M190525,100 Block Of Crespi  Drive,Lakeshore
M190555,500 Block Of Athens  Street,Excelsior
M190533,200 Block Of Font  Boulevard,Lakeshore
M190534,0 Block Of Laguna  Street,Hayes Valley
M190527,300 Block Of Serrano  Drive,Lakeshore
M190528,100 Block Of Font  Boulevard,Lakeshore
M190524,500 Block Of Russia  Avenue,Excelsior
